Código Subclassificação	Nome Subclassificação	Código Classificação
122913	1731.2010 Embalagens diversas de papel (exceto sacos, sacolas e bolsas), impressas	463
122914	1731.2020 Embalagens diversas de papel (exceto sacos, sacolas e bolsas), não impressas	463
122915	1731.2030 Papel para embalagem de cigarros, mesmo cortado em dimensões próprias, em folhas, tubos ou rolos	463
122916	1731.2040 Sacos, sacolas e bolsas de papel, impressos	463
122917	1731.2050 Sacos, sacolas e bolsas de papel, não impressos	463
122918	1731.9010 Serviço de confecção de embalagens de papel ou serviços relacionados	463
122919	1732 Fabricação de embalagens de cartolina e papel-cartão	463
122920	1732.2010 Caixas ou outras cartonagens dobráveis de papel-cartão ou cartolina, impressas	463
122921	1732.2020 Caixas ou outras cartonagens dobráveis de papel-cartão ou cartolina, não impressas	463
122922	1732.2030 Embalagens diversas de papel-cartão ou cartolina (exceto cartonagens dobráveis), impressas	463
122923	1732.2040 Embalagens diversas de papel-cartão ou cartolina (exceto cartonagens dobráveis), não impressas	463
122924	1732.9010 Serviço de confecção de embalagens de papel-cartão ou cartolina ou serviços relacionados	463
122925	1733 Fabricação de chapas e de embalagens de papelão ondulado	463
122926	1733.2010 Caixas de papelão ondulado ou corrugado, impressas ou não	463
122927	1733.2020 Embalagens diversas de papelão ondulado ou corrugado (exceto caixas), impressas ou não	463
122928	1733.2030 Chapas de papelão ondulado ou corrugado	463
122929	1733.9010 Serviço de confecção de embalagens de papelão ondulado ou corrugado ou serviços relacionados	463
122930	1741 Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório	463
122931	1741.2010 Agendas	463
122932	1741.2020 Artefatos de papel ou papel-cartão gomado ou adesivo em tiras ou em rolos	463
122933	1741.2030 Artefatos de papel para aparelhos registradores, inclusive em bobinas	463
122934	1741.2040 Artefatos diversos de papel utilizados para escrita ou impressão, impressos, estampados ou perfurados	463
122935	1741.2050 Artigos diversos para correspondência (aerogramas, bilhetes-postais ou outros artigos para correspondência)	463
122936	1741.2060 Cadernos	463
122937	1741.2070 Cartonagens (caixas) para escritórios (caixas classificadoras de cartas, arquivadores, guias ousemelhantes)	463
122938	1741.2080 Classificadores para arquivos, capas para encadernações, para processos, etc.	463
122939	1741.2090 Envelopes de papel, impressos	463
122940	1741.2100 Envelopes de papel, não impressos	463
122941	1741.2110 Etiquetas adesivas de papel, impressas	463
122942	1741.2120 Etiquetas adesivas de papel, não impressas	463
122943	1741.2130 Etiquetas não adesivas (TAG) impressas ou não	463
122944	1741.2140 Folhas pautadas	463
122945	1741.2150 Formulários contínuos impressos	463
122946	1741.2160 Formulários contínuos não impressos	463
122947	1741.2170 Impressos de papelaria, não especificados	463
122948	1741.2180 Papel autocopiativo, cortado ou acondicionado em caixas	463
122949	1741.2190 Papel carbono, estênceis completos ou papéis semelhantes para cópia ou duplicação, cortados ou acondicionados em caixas	463
122950	1741.9010 Serviço de confecção de artefatos de papel, cartolina, papel-cartão e papelão ondulado para escritório (exceto envelopes); serviços relacionados	463
122951	1741.9020 Serviço de confecção de envelopes impressos ou não	463
122952	1741.9030 Serviço de confecção de formulários contínuos impressos ou não ou serviços relacionados	463
122953	1742 Fabricação de produtos de papel para usos doméstico e higiênico-sanitário	463
122954	1742.2010 Absorventes ou tampões higiênicos	463
122955	1742.2020 Artefatos de papel, de pasta (ouate) ou de mantas de fibra de celulose para usos doméstico e higiênico-sanitário	463
122956	1742.2030 Bandejas, travessas, pratos, copos e artigos semelhantes de papel ou papel-cartão, impressos ou não	463
122957	1742.2040 Fraldas descartáveis	463
122958	1742.2050 Lenços ou toalhas de papel para mãos	463
122959	1742.2060 Papel higiênico	463
122960	1742.2070 Toalhas ou guardanapos de papel para mesas	463
122961	1742.9010 Serviço de confecção de artefatos diversos de papel, papelão ou papel-cartão para usos doméstico ou higiênico-sanitário, ou serviços relacionados	463
122962	1749 Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente	463
122963	1749.2010 Álbuns para amostras ou para coleções	463
122964	1749.2020 Artefatos diversos de papel, papel-cartão ou pasta (ouate) de celulose revestidos, impregnados ou recobertos	463
122965	1749.2030 Artefatos de papel, de pasta (ouate) ou de mantas de fibra de celulose para usos diversos, exceto doméstico e higiênico-sanitário	463
122966	1749.2040 Artigos diversos de papel-filtro e de outros papéis, papel-cartão ou pastas	463
122967	1749.2050 Artigos diversos de papel impressos para festas	463
122968	1749.2060 Artigos moldados ou prensados de pasta de papel	463
122969	1749.2070 Blocos ou chapas filtrantes, de pasta de papel	463
122970	1749.2080 Carretéis, bobinas e suportes semelhantes de papel, papel-cartão e pasta de papel	463
122971	1749.2090 Embalagens diversas de pasta de celulose	463
122972	1749.2100 Papel de parede ou revestimentos de parede semelhantes (papel para vitrais)	463
122973	1749.2110 Revestimentos para paredes, de matérias têxteis	463
122974	1749.9010 Serviço de confecção de artefatos diversos de papel, papelão ou papel-cartão, não especificados; serviços de corte de papel ou outros serviços rel	463
122975	1811 Impressão de jornais, livros, revistas e outras publicações periódicas	463
122976	1811.2010 Bíblias, hinários e semelhantes, impressos sob encomenda	463
122977	1811.2020 Catálogos de museus, bibliotecas e semelhantes, impressos sob encomenda	463
122978	1811.2030 Jornais impressos sob encomenda	463
122979	1811.2040 Listas telefônicas e de endereços impressos sob encomenda	463
122980	1811.2050 Livros, brochuras ou impressos infantis, impressos sob encomenda	463
122981	1811.2060 Livros, brochuras ou impressos literários, impressos sob encomenda	463
122982	1811.2070 Livros, brochuras ou impressos semelhantes (exceto literário, didáticos ou infantis), impressos sob encomenda	463
122983	1811.2080 Livros científico, técnico e profissional (CTP) impressos sob encomenda	463
122984	1811.2090 Livros ou outros impressos didáticos e paradidáticos para o mercado (exceto para programas governamentais), impressos sob encomenda	463
122985	1811.2100 Livros ou outros impressos didáticos e paradidáticos para programas governamentais, impressos sob encomenda	463
122986	1811.2110 Obras cartográficas diversas (mapas, plantas topográficas, etc.) impressos sob encomenda	463
122987	1811.2120 Publicações de órgãos oficiais, textos de hinos, teses científicas, monografias ou semelhantes, impressos sob encomenda	463
122988	1811.2130 Publicações periódicas (exceto revistas), impressas sob encomenda	463
122989	1811.2140 Revistas não periódicas de consumo, impressas sob encomenda	463
122990	1811.2150 Revistas não periódicas gratuitas (B to B e customizadas), impressas sob encomenda	463
122991	1811.2160 Revistas periódicas de consumo, impressas sob encomenda	463
122992	1811.2170 Revistas periódicas gratuitas (B to B e customizadas), impressas sob encomenda	463
122993	1811.9010 Serviços de impressão de jornais, revistas, livros, lista telefônicas e produtos semelhantes	463
122994	1812 Impressão de material de segurança	463
122995	1812.2010 Cartões magnéticos gravados, com suporte de qualquer material, inclusive cartão telefônico (phone card e para usar em ligações, através de raspage	463
122996	1812.2020 Impressos de segurança (cheques, cautelas, títulos ao portador, selos postais, fiscais, etc.)	463
122997	1812.2030 Impressos fiscais padronizados ou personalizados (guias e formulários fiscais, recibos, DARF's, etc.)	463
122998	1812.2040 Papel-moeda (cédulas), impressos sob encomenda	463
122999	1812.9010 Serviços de impressão de material de segurança	463
123000	1813 Impressão de materiais para outros usos	463
123001	1813.2010 Calendários de qualquer espécie	463
123002	1813.2020 Cartões de visitas, felicitações, postais, estampas, gravuras, decalcomanias, etc.	463
123003	1813.2030 Contas telefônicas, extratos bancários e outros impressos de dados variáveis transacionais	463
123004	1813.2040 Dados variáveis impressos sob encomenda, exceto transacionais	463
123005	1813.2050 Etiquetas e rótulos impressos em suporte de plástico ou de outro material, exceto papel	463
123006	1813.2060 Impressos em materiais diversos (plástico, tecido, couro, etc.), exceto papel	463
123007	1813.2070 Impressos padronizados para uso comercial (formulários em bloco, blocos de encomendas, de recibos, de apontamentos, etc., não fiscais)	463
123008	1813.2080 Impressos para adesivação de veículos (carros, ônibus, trens, etc.) ou outros impressos para sinalização	463
123009	1813.2090 Impressos para fins publicitários ou promocionais em filmes, lona vinílica, polipropileno, vinil adesivo, etc. (banners, backlit, frontlit, etc.).	463
123010	1813.2100 Impressos para fins publicitários ou promocionais em papel ou suporte celulósico (catálogos, cartazes, folhetos, encartes, outdoors, mala direta,	463
123011	1813.2110 Impressos para uso escolar (exceto cadernos)	463
123012	1813.2120 Impressos para uso industrial (capas de CD, DVD ou semelhantes, bulas, manuais de instrução, etc.)	463
123013	1813.2130 Materiais em serigrafia (silk - screen)	463
123014	1813.2140 Rótulos adesivos de papel, impressos	463
123015	1813.2150 Rótulos não adesivos de papel, impressos	463
123016	1813.9010 Serviços de impressão de caixas ou embalagens diversas de papelão ondulado ou corrugado	463
123017	1813.9020 Serviços de impressão de caixas ou embalagens diversas de papel-cartão ou cartolina	463
123018	1813.9030 Serviços de impressão de embalagens diversas de papel	463
123019	1813.9040 Serviços de impressão de materiais para usos diversos, não especificados	463
123020	1821 Serviços de pré-impressão	463
123021	1821.2010 Chapas para impressão ofsete (offset)	463
123022	1821.2020 Cilindros para rotogravura e outros usados em impressão ou acabamento	463
123023	1821.2030 Clichês metálicos, fotopoliméricos ou outros materiais	463
123024	1821.2040 Matrizes para impressão, não especificadas	463
123025	1821.9010 Serviços de acabamentos e beneficiamentos gráficos (pautação, corte, vinco, costura, colagem, plastificação etc.)	463
123026	1821.9020 Serviço de pré-impressão como: editoração eletrônica, digitalização, tratamento de imagens e/ou geração de fotolitos e semelhantes	463
123027	1822 Serviços de acabamentos gráficos	463
123028	1822.9010 Serviços de acabamentos e beneficiamentos gráficos (pautação, corte, vinco, costura, colagem, plastificação etc.)	463
123029	1830 Reprodução de materiais gravados em qualquer suporte	463
123030	1830.2010 Discos de vídeo (DVD) reproduzidos a partir de matrizes	463
123031	1830.2020 Discos fonográficos reproduzidos a partir de matrizes	463
123032	1830.2030 Fitas de vídeo reproduzidas a partir de matrizes	463
123033	1830.2040 Fitas magnéticas reproduzidas a partir de matrizes	463
123034	1830.2050 Softwares em qualquer suporte (exceto papel), reproduzidos a partir de matrizes	463
123035	1830.9010 Serviço de reprodução de discos ou fitas	463
123036	1830.9020 Serviço de reprodução de software	463
123037	1830.9030 Serviço de reprodução de fitas de vídeo em qualquer suporte	463
123038	1910 Coquerias	463
123039	1910.2010 Alcatrões de hulha, linhita, de turfa ou outros alcatrões minerais, obtidos em coquerias independentes	463
123040	1910.2020 Coques ou semicoques de hulha, linhita ou turfa, pulverizados ou aglomerados; carvão de retorta, obtidos em coquerias independentes	463
123041	1910.2030 Gás de hulha, gás de água, gás pobre (gás de ar) e outros gases semelhantes - exceto gases de petróleo e outros hidrocarbonetos gasosos	463
123042	1921 Fabricação de produtos do refino de petróleo	463
123043	1921.2010 Asfalto de petróleo, cimento asfáltico ou outros resíduos de óleos de petróleo ou de outros minerais betuminosos	463
123044	1921.2020 Coque de petróleo não calcinado	463
123045	1921.2030 Gás liquefeito de petróleo (GLP)	463
123046	1921.2040 Gases de petróleo ou hidrocarbonetos gasosos, não especificados - exceto gás natural	463
123047	1921.2050 Gasolina automotiva ou para outros usos, exceto para aviação	463
123048	1921.2060 Gasolina de aviação	463
123049	1921.2070 Naftas para petroquímica	463
123050	1921.2080 Naftas, exceto para petroquímica	463
123051	1921.2090 Óleo combustível	463
123052	1921.2100 Óleo diesel	463
123053	1921.2110 Óleos de petróleo ou de minerais betuminosos, não especificados	463
123054	1921.2120 Óleos lubrificantes básicos	463
123055	1921.2130 Outros óleos combustíveis	463
123056	1921.2140 Propano em bruto liquefeito	463
123057	1921.2150 Querosenes de aviação	463
123058	1921.2160 Querosenes, exceto de aviação	463
123059	1921.2170 Solventes de petróleo	463
123060	1921.9010 Serviço de beneficiamento de produtos do refino do petróleo ou serviços relacionados	463
123061	1921.9020 Serviço de produção de produtos do refino do petróleo, para terceiros	463
123062	1922 Fabricação de produtos derivados do petróleo, exceto produtos do refino	463
123063	1922.2010 Aguarrás mineral	463
123064	1922.2020 Butano em bruto liquefeito	463
123065	1922.2030 Ceras de linhita, ceras de turfa, ceras de petróleo ou outras ceras minerais e produtos semelhantes	463
123066	1922.2040 Coque de petróleo calcinado	463
123067	1922.2050 Gasolina automotiva formulada	463
123068	1922.2060 Gasolina automotiva misturada ou preparada de outra forma	463
123069	1922.2070 Graxas lubrificantes	463
123070	1922.2080 Hexano comercial	463
123071	1922.2090 Óleos desmoldantes ou antiaderentes	463
123072	1922.2100 Óleo diesel formulado	463
123073	1922.2110 Óleos lubrificantes com aditivos	463
123074	1922.2120 Óleos lubrificantes rerrefinados, com aditivos	463
123075	1922.2130 Óleos lubrificantes rerrefinados, sem aditivos	463
123076	1922.2140 Óleos minerais brancos (óleos de vaselina ou parafina)	463
123077	1922.2150 Óleos para isolamentos elétricos	463
123078	1922.2160 Óleos para transmissões hidráulicas (derivado do petróleo ou de minerais betuminosos)	463
123079	1922.2170 Parafina	463
123080	1922.2180 Produtos derivados do petróleo formulados, misturados ou produzidos de outras formas, exceto produtos obtidos nas refinaria	463
123081	1922.2190 Vaselina (petrolato)	463
123082	1922.9010 Serviço de produção de produtos formulados ou de outros derivados do petróleo, exceto produtos do refino	463
123083	1931 Fabricação de álcool	463
123084	1931.2010 Álcool etílico desnaturado	463
123085	1931.2020 Álcool etílico não desnaturado, com teor alcoólico em volume menor que 80%	463
123086	1931.2030 Álcool etílico não desnaturado, com teor alcoólico em volume maior ou igual a 80%, anidro ou hidratado para fins carburantes	463
123087	1931.2040 Álcool etílico não desnaturado, com teor alcoólico em volume maior ou igual a 80%, para fins não carburantes	463
123088	1931.9010 Serviço de produção de álcool ou serviços relacionados	463
123089	1932 Fabricação de biocombustíveis, exceto álcool	463
123090	1932.2010 Biocombustíveis, exceto biodiesel	463
123091	1932.2020 Biodiesel	463
123092	1932.9010 Serviço de produção de biocombustíveis, exceto álcool, ou serviços relacionados	463
123093	2011 Fabricação de cloro e álcalis	463
123094	2011.2010 Carbonato de sódio (barrilha)	463
123095	2011.2020 Cloreto de hidrogênio (ácido clorídrico)	463
123096	2011.2030 Cloro	463
123097	2011.2040 Hidróxido de potássio (potassa cáustica)	463
123098	2011.2050 Hidróxido de sódio (soda cáustica)	463
123099	2011.2060 Hipocloritos de sódio ( exceto àgua sanitária)	463
123100	2011.9010 Serviço de produção de cloro e álcalis ou serviços relacionados	463
123101	2012 Fabricação de intermediários para fertilizantes	463
123102	2012.2010 Ácido fosfórico utilizado na preparação de adubos e fertilizantes	463
123103	2012.2020 Ácido nítrico	463
123104	2012.2030 Ácido sulfúrico	463
123105	2012.2040 Amoníaco (amonia)	463
123106	2012.2050 Cianamida cálcica	463
123107	2012.2060 Cloretos de potássio	463
123108	2012.2070 Fosfatos de monoamônio (MAP)	463
123109	2012.2080 Fosfatos de diamônio (DAP)	463
123110	2012.2090 Misturas de nitrato de amônio com carbonato de cálcio ou com outras matérias inorgânicas desprovidas de poder fertilizante	463
123111	2012.2100 Misturas de uréia com nitrato de amônio em soluções aquosas ou amoniacais	463
123112	2012.2110 Nitrato de amônio, mesmo em solução aquosa	463
123113	2012.2120 Nitrato de sódio	463
123114	2012.2130 Óleum ( ácido sulfúrico fumante / fumegante )	463
123115	2012.2140 Sais duplos e misturas, de sulfato de amônio e nitrato de amônio ou de nitrato de cálcio e nitrato de amônio	463
123116	2012.2150 Sulfato de amônio	463
123117	2012.2160 Sulfatos de potássio	463
123118	2012.2170 Superfosfatos duplo ou triplo	463
123119	2012.2180 Superfosfatos simples	463
123120	2012.2190 Uréia	463
123121	2012.9010 Serviço de produção de intermediários para fertilizantes ou serviços relacionados	463
123122	2013 Fabricação de adubos e fertilizantes	463
123123	2013.2010 Adubos ou fertilizantes de origem animal ou vegetal, mesmo misturados entre si	463
123124	2013.2020 Adubos ou fertilizantes com fósforo e potássio	463
123125	2013.2030 Adubos ou fertilizantes com nitrogênio, fósforo e potássio (NPK)	463
123126	2013.2040 Adubos ou fertilizantes minerais ou químicos, com nitrogênio e fósforo	463
123127	2013.2050 Adubos ou fertilizantes minerais ou químicos com nitrogênio e potásssio, não especificados	463
123128	2013.2060 Adubos ou fertilizantes minerais ou químicos, fosfatados, não especificados	463
123129	2013.2070 Adubos ou fertilizantes minerais ou químicos, nitrogenados, não especificados	463
123130	2013.2080 Adubos ou fertilizantes minerais ou químicos, potássicos, não especificados	463
123131	2013.2090 Micronutrientes	463
123132	2013.9010 Serviço de produção de fertilizantes ou serviços relacionados	463
123133	2014 Fabricação de gases industriais	463
123134	2014.2010 Acetileno	463
123135	2014.2020 Argônio (gases raros)	463
123136	2014.2030 Ar líquido ou ar comprimido	463
123137	2014.2040 Dióxido de carbono (gás carbônico, anidrido carbônico); gelo seco	463
123138	2014.2050 Hélio líquido e outros gases raros, não especificados	463
123139	2014.2060 Hidrogênio	463
123140	2014.2070 Nitrogênio	463
123141	2014.2080 Oxigênio	463
123142	2014.9010 Serviço de produção de gases industriais ou serviços relacionados	463
123143	2019 Fabricação de produtos químicos inorgânicos não especificados anteriormente	463
123144	2019.2010 Ácido clorossulfúrico	463
123145	2019.2020 Ácido fosfórico (com teor de ferro < 750ppm)	463
123146	2019.2030 Ácido sulfonítrico	463
123147	2019.2040 Ácidos inorgânicos e compostos oxigenados inorgânicos de outros tipos (monóxido de carbono)	463
123148	2019.2050 Aluminato de sódio	463
123149	2019.2060 Argilas ou terras ativadas, não especificadas	463
123150	2019.2070 Boratos; peroxoboratos (perboratos)	463
123151	2019.2080 Carbonato de cálcio	463
123152	2019.2090 Carbonatos de amônio - inclusive o comercial	463
123153	2019.2100 Carbonatos de potássio	463
123154	2019.2110 Carbonatos, peroxocarbonatos (percarbonatos), não especificados	463
123155	2019.2120 Carbonetos de cálcio, silício ou outros	463
123156	2019.2130 Cianetos (cuproso ou cúprico), oxicianetos ou cianetos complexos não especificados	463
123157	2019.2140 Cloratos de sódio	463
123158	2019.2150 Cloratos (exceto cloratos de sódio) e percloratos ; bromatos e perbromatos; iodatos e periodatos, não especificados	463
123159	2019.2160 Cloreto de alumínio	463
123160	2019.2170 Cloreto de bário	463
123161	2019.2180 Cloreto de cálcio	463
123162	2019.2190 Cloreto de magnésio	463
123163	2019.2200 Cloreto de zinco	463
123164	2019.2210 Cloretos, oxicloretos e hidroxicloretos; brometos e oxibrometos, iodetos e oxiiodetos, não especificados	463
123165	2019.2220 Clorito de sódio	463
123166	2019.2230 Compostos de metais do grupo das terras raras, de ítrio ou de escândio ou das misturas destes metais	463
123167	2019.2240 Compostos inorgânicos de mecúrio, exceto as amálgamas	463
123168	2019.2250 Dióxido de enxofre	463
123169	2019.2260 Dióxido de manganês	463
123170	2019.2270 Dióxido de silício (em pó, aerogel e outros), exceto sílica gel	463
123171	2019.2280 Dióxidos de titânio	463
123172	2019.2290 Dissulfeto de carbono e outros sulfetos dos elementos não-metálicos; trissulfeto de fósforo comercial	463
123173	2019.2300 Elementos combustíveis (cartuchos) , não irradiados, para reatores nucleares	463
123174	2019.2310 Enxofre precipitado, sublimado ou coloidal	463
123175	2019.2320 Flúor, bromo ou iodo	463
123176	2019.2330 Fluoreto de hidrogênio (ácido fluorídrico )	463
123177	2019.2340 Fluoretos (exceto fluoreto de hidrogênio); fluossilicatos, fluoraluminatos e outros sais complexos de flúor	463
123178	2019.2350 Fosfato de potássio	463
123179	2019.2360 Fosfato hidrogeno-ortofosfato de cálcio	463
123180	2019.2370 Fosfato mono ou dissódico	463
123181	2019.2380 Fosfetos de constituição química definida ou não, exceto ferrofósforos	463
123182	2019.2390 Fosfinatos, fosfonatos (fosfitos), fosfatos ou polifosfatos, não especificados	463
123183	2019.2400 Halogenetos e oxialogenetos dos elementos não-metálicos (cloretos e oxicloretos de fósforo, de enxofre, etc.)	463
123184	2019.2410 Hidrazina ou hidroxilamina ou seus sais inorgânicos	463
123185	2019.2420 Hidrogenocarbonato (bicarbonato) de sódio	463
123186	2019.2430 Hidróxido de alumínio	463
123187	2019.2440 Hidróxido e peróxido de magnésio; óxidos, hidróxidos e peróxidos de estrôncio ou de bário	463
123188	2019.2450 Hipocloritos de cálcio - inclusive o comercial	463
123189	2019.2460 Isótopos não especificados ou seus compostos, inclusive água pesada	463
123190	2019.2470 Matérias minerais naturais ativadas, não especificados, exceto carvões, argilas e terras ativadas	463
123191	2019.2480 Metais preciosos no estado coloidal; compostos e amálgamas de metais preciosos	463
123192	2019.2490 Molibdato de sódio	463
123193	2019.2500 Monóxido de chumbo (litargírio, massicote); mínio (zarcão); mínio-laranja (mine-orange) e outros óxidos de chumbo, não especificados	463
123194	2019.2510 Nitritos e nitratos, exceto de mercúrio e de sódio	463
123195	2019.2520 Óxido de zinco ( branco de zinco )	463
123196	2019.2530 Óxidos de manganês, exceto dióxido de manganês	463
123197	2019.2540 Óxidos e hidróxidos de ferro; terras corantes	463
123198	2019.2550 Óxidos ou hidróxidos de cobalto	463
123199	2019.2560 Óxidos ou hidróxidos de cromo	463
123200	2019.2570 Óxidos, hidróxidos e peróxidos, de metais, não especificados	463
123201	2019.2580 Pedras preciosas ou semipreciosas sintéticas ou reconstituídas	463
123202	2019.2590 Peróxido de hidrogênio (água oxigenada), mesmo solidificado com uréia	463
123203	2019.2600 Pigmentos ou preparações à base de dióxido de titânio	463
123204	2019.2610 Piritas de ferro ustuladas (cinzas de piritas)	463
123205	2019.2620 Preparações corantes de outros tipos; produtos inorgânicos utilizados como luminóforos	463
123206	2019.2630 Produtos inorgânicos, não especificados	463
123207	2019.2640 Produtos tanantes inorgânicos, não especificados (à base de sais de cromo, de titânio, de zircônio, etc.)	463
123208	2019.2650 Sais dos ácidos oxometálicos ou peroxometálicos, não especificados (aluminatos, cromatos, permaganatos, etc.)	463
123209	2019.2660 Sílica gel (gel de sílica)	463
123210	2019.2670 Silicatos duplos ou complexos	463
123211	2019.2680 Silicatos ou metassilicatos de sódio; silicatos de potássio, zircônio ou dos metais alcalinos comerciais, não especificados	463
123212	2019.2690 Sulfato de alumínio	463
123213	2019.2700 Sulfato de cobre (cuproso ou cúprico)	463
123214	2019.2710 Sulfato de magnésio	463
123215	2019.2720 Sulfato de níquel	463
123216	2019.2730 Sulfato de zinco	463
123217	2019.2740 Sulfatos, alumes, peroxossulfatos (persulfatos), não especificados	463
123218	2019.2750 Sulfatos de sódio	463
123219	2019.2760 Sulfetos e polissulfetos, não especificados	463
123220	2019.2770 Sulfitos ou tiossulfatos	463
123221	2019.2780 Trifosfato de sódio (Tripolifosfato de sódio)	463
123222	2019.2790 Urânio enriquecido ou empobrecido e seus compostos; outros elementos, isótopos e compostos radioativos	463
123223	2019.9010 Serviço de produção de produtos químicos inorgânicos, não especificados, ou serviços relacionados	463
123224	2021 Fabricação de produtos petroquímicos básicos	463
123225	2021.2010 Benzeno	463
123226	2021.2020 Buta - 1,3 - dieno não-saturado	463
123227	2021.2030 Buteno (butileno) não-saturado	463
123228	2021.2040 Etileno (eteno) não-saturado	463
123229	2021.2050 Hidrocarbonetos acíclicos, saturados ou não, (Isopreno)	463
123230	2021.2060 Hidrocarbonetos cíclicos, não especificados	463
123231	2021.2070 Metanol ( álcool metílico )	463
123232	2021.2080 Mistura de isômeros do xileno	463
123233	2021.2090 Naftaleno ( hidrocarboneto cíclico )	463
123234	2021.2100 Propeno ( propileno ) não-saturado	463
123235	2021.2110 Tolueno	463
123236	2021.2120 Xilenos (O-xileno, m-xileno ou p-xileno)	463
123237	2021.9010 Serviço de produção de produtos petroquímicos básicos ou serviços relacionados	463
123238	2022 Fabricação de intermediários para plastificantes, resinas e fibras	463
123239	2022.2010 1-cloro-2,3-epoxipropano (epicloridrina)	463
123240	2022.2020 1,2 - dicloroetano (dicloreto de etileno)	463
123241	2022.2030 Trimetilenoglicol (1,3-propanodiol); 1,3-Butilenoglicol (1,3 butanodiol);	463
123242	2022.2040 4,4'-Diaminodifenilmetano	463
123243	2022.2050 4-4'- isopropilidedifenol ou seus sais	463
123244	2022.2060 6-Hexanolactama ( épsilon-caprolactama)	463
123245	2022.2070 Acetatos de celulose, inclusive plastificado	463
123246	2022.2080 Acetato de vinila	463
123247	2022.2090 Ácido acrílico e metacrílico; seus sais e ésteres	463
123248	2022.2100 Ácido adípico	463
123249	2022.2110 Ácido tereftálico ou seus sais	463
123250	2022.2120 Acrilamida; metacrilamidas	463
123251	2022.2130 Acrilonitrila	463
123252	2022.2140 Adiponitrila	463
123253	2022.2150 Álcool isobutílico (Butanol-iso)	463
123254	2022.2160 Alfa-metilestireno	463
123255	2022.2170 Anidrido ftálico	463
123256	2022.2180 Anidrido maleico	463
123257	2022.2190 Anidrido trimelítico (ácido 1,3-dioxo-5 isobenzofuranocarboxílico)	463
123258	2022.2200 Butanol-n; Butan - 1 - ol ( álcool n-butílico )	463
123259	2022.2210 Cianidra de acetona ( acetona de cianidra )	463
123260	2022.2220 Cicloexanol, metilcicloexanóis ou dimetilcicloexanóis	463
123261	2022.2230 Cicloexanona	463
123262	2022.2240 Cloreto de vinila (cloroetileno)	463
123263	2022.2250 Cresóis e seus sais	463
123264	2022.2260 Diisocianato de difenilmetano	463
123265	2022.2270 Diisocianatos de tolueno	463
123266	2022.2280 Estireno	463
123267	2022.2290 Etilbenzeno	463
123268	2022.2300 Etilenoglicol ( etanodiol )	463
123269	2022.2310 Fenol (hidróxibenzeno) ou seus sais	463
123270	2022.2320 Furfural (2-Furaldeído)	463
123271	2022.2330 Glioxal	463
123272	2022.2340 Hexametilenodiamina ou seus sais	463
123273	2022.2350 Isodecanol; isotridecanol	463
123274	2022.2360 Melamina	463
123275	2022.2370 Metanal (formaldeído ou formol)	463
123276	2022.2380 Metenamina (hexametilenotetramina) ou seus sais	463
123277	2022.2390 Octanol (álcool octílico) ou seus isômeros	463
123278	2022.2400 Paraformaldeído	463
123279	2022.2410 Pentaeritritol ( pentaeretrita )	463
123280	2022.2420 Polipropilenogligóis	463
123281	2022.2430 Tereftalato de dimetila	463
123282	2022.9010 Serviço de produção de intermediários para resinas e fibras ou serviços relacionados	463
123283	2029 Fabricação de produtos químicos orgânicos não especificados anteriormente	463
123284	2029.2010 Acetato de etila	463
123285	2029.2020 Acetato de n-butila	463
123286	2029.2030 Acetato de sódio	463
123287	2029.2040 Acetona não contendo outras funções oxigenadas	463
123288	2029.2050 Ácido acético	463
123289	2029.2060 Ácido algínico, seus sais e ésteres em forma primária	463
123290	2029.2070 Ácido esteárico	463
123291	2029.2080 Ácido fumárico, seus sais ou ésteres	463
123292	2029.2090 Ácido toluenossulfônico, xilenossulfônico ou seus sais	463
123293	2029.2100 Ácidos carboxílicos contendo funções oxigenadas, não especificados; seus derivados	463
123294	2029.2110 Ácidos graxos monocarboxílicos industriais (ácidos graxo, oleico, etc.); óleos ácidos de refinação	463
123295	2029.2120 Ácidos monocarboxílicos acíclicos não saturados ou ácidos monocarboxílicos cíclicos, não especificados ou seus derivados	463
123296	2029.2130 Ácidos monocarboxílicos acíclicos saturados, não especificados, e seus derivados	463
123297	2029.2140 Ácidos nucleicos, seus sais ou outros compostos heterocíclicos, não especificados	463
123298	2029.2150 Ácidos policarboxílicos, não especificados ou seus derivados	463
123299	2029.2160 Albuminas (exceto ovalbumina); albuminatos ou outros derivados das albuminas	463
123300	2029.2170 Alcatrões de madeira; óleos de alcatrão de madeira; creosoto de madeira; metileno; breu ou semelhantes	463
123301	2029.2180 Álcoois acíclicos ou seus derivados, não especificados	463
123302	2029.2190 Álcoois cíclicos ou seus derivados, não especificados (álcool benzílico)	463
123303	2029.2200 Álcoois graxos (gordos) industriais, não especificados (Álcool esteárico, láurico ou alifáticos)	463
123304	2029.2210 Álcool propílico (propan-1-ol) ; álcool isopropílico (propan-2-ol)	463
123305	2029.2220 Álcool sec-butílico ou álcool ter-butílico	463
123306	2029.2230 Amidas acíclicas, não especificadas; seus derivados	463
123307	2029.2240 Amidas cíclicas, não especificadas ou seus derivados	463
123308	2029.2250 Antraceno	463
123309	2029.2260 Aspartame	463
