Código Variável	Nome Variável
11843	Coeficiente de variação - Percentual de pessoas de dois anos ou mais de idade que referiram ter recebido algum cuidado em reabilitação de forma regular no SUS nos últimos 12 meses (%) - casas decimais:  padrão = 1, máximo = 1
11844	Pessoas de dois anos ou mais de idade que utilizavam algum aparelho de auxílio obtido no SUS (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11845	Pessoas de dois anos ou mais de idade que utilizavam algum aparelho de auxílio obtido no SUS, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11846	Pessoas de dois anos ou mais de idade que utilizavam algum aparelho de auxílio obtido no SUS, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11847	Coeficiente de variação - Pessoas de dois anos ou mais de idade que utilizavam algum aparelho de auxílio obtido no SUS (%) - casas decimais:  padrão = 1, máximo = 1
11848	Percentual de pessoas de dois anos ou mais de idade que utilizavam algum aparelho de auxílio obtido no SUS (%) - casas decimais:  padrão = 1, máximo = 1
11849	Percentual de pessoas de dois anos ou mais de idade que utilizavam algum aparelho de auxílio obtido no SUS, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11850	Percentual de pessoas de dois anos ou mais de idade que utilizavam algum aparelho de auxílio obtido no SUS, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11851	Coeficiente de variação - Percentual de pessoas de dois anos ou mais de idade que utilizavam algum aparelho de auxílio obtido no SUS (%) - casas decimais:  padrão = 1, máximo = 1
11852	Pessoas de 2 anos ou mais de idade (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11853	Pessoas de 2 anos ou mais de idade, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11854	Pessoas de 2 anos ou mais de idade, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11855	Coeficiente de variação - Pessoas de 2 anos ou mais de idade (%) - casas decimais:  padrão = 1, máximo = 1
11856	Distribuição percentual das pessoas de 2 anos ou mais de idade (%) - casas decimais:  padrão = 1, máximo = 1
11857	Distribuição percentual das pessoas de 2 anos ou mais de idade, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11858	Distribuição percentual das pessoas de 2 anos ou mais de idade, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11859	Coeficiente de variação - Distribuição percentual das pessoas de 2 anos ou mais de idade (%) - casas decimais:  padrão = 1, máximo = 1
11860	Mulheres de 25 anos ou mais de idade que fizeram a cirurgia para retirada do útero (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11861	Mulheres de 25 anos ou mais de idade que fizeram a cirurgia para retirada do útero, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11862	Mulheres de 25 anos ou mais de idade que fizeram a cirurgia para retirada do útero, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11863	Coeficiente de variação - Mulheres de 25 anos ou mais de idade que fizeram a cirurgia para retirada do útero (%) - casas decimais:  padrão = 1, máximo = 1
11864	Percentual de mulheres de 25 anos ou mais de idade que fizeram a cirurgia para retirada do útero (%) - casas decimais:  padrão = 1, máximo = 1
11865	Percentual de mulheres de 25 anos ou mais de idade que fizeram a cirurgia para retirada do útero, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11866	Percentual de mulheres de 25 anos ou mais de idade que fizeram a cirurgia para retirada do útero, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11867	Coeficiente de variação - Percentual de mulheres de 25 anos ou mais de idade que fizeram a cirurgia para retirada do útero (%) - casas decimais:  padrão = 1, máximo = 1
11869	Percentual de crianças com menos de 2 anos de idade (%) - casas decimais:  padrão = 1, máximo = 1
11870	Percentual de crianças com menos de 2 anos de idade, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11871	Percentual de crianças com menos de 2 anos de idade, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11872	Coeficiente de variação - Percentual de crianças com menos de 2 anos de idade (%) - casas decimais:  padrão = 1, máximo = 1
11873	Distribuição percentual das mulheres de 25 anos ou mais de idade que fizeram a cirurgia para retirada do útero (%) - casas decimais:  padrão = 1, máximo = 1
11874	Distribuição percentual das mulheres de 25 anos ou mais de idade que fizeram a cirurgia para retirada do útero, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11875	Distribuição percentual das mulheres de 25 anos ou mais de idade que fizeram a cirurgia para retirada do útero, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11876	Coeficiente de variação - Distribuição percentual das mulheres de 25 anos ou mais de idade que fizeram a cirurgia para retirada do útero (%) - casas decimais:  padrão = 1, máximo = 1
11877	Idade média das mulheres de 25 anos ou mais de idade quando fizeram a cirurgia para retirada do útero (Anos) - casas decimais:  padrão = 1, máximo = 1
11878	Idade média das mulheres de 25 anos ou mais de idade quando fizeram a cirurgia para retirada do útero, considerando um intervalo de confiança de 95% - limite inferior (Anos) - casas decimais:  padrão = 1, máximo = 1
11879	Idade média das mulheres de 25 anos ou mais de idade quando fizeram a cirurgia para retirada do útero, considerando um intervalo de confiança de 95% - limite superior (Anos) - casas decimais:  padrão = 1, máximo = 1
11880	Coeficiente de variação - Idade média das mulheres de 25 anos ou mais de idade quando fizeram a cirurgia para retirada do útero (%) - casas decimais:  padrão = 1, máximo = 1
11881	Crianças com menos de 2 anos de idade que realizaram o teste do pezinho até o 5º dia após o nascimento (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11882	Crianças com menos de 2 anos de idade que realizaram o teste do pezinho até o 5º dia após o nascimento, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11883	Crianças com menos de 2 anos de idade que realizaram o teste do pezinho até o 5º dia após o nascimento, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11884	Coeficiente de variação - Crianças com menos de 2 anos de idade que realizaram o teste do pezinho até o 5º dia após o nascimento (%) - casas decimais:  padrão = 1, máximo = 1
11885	Percentual de crianças com menos de 2 anos de idade que realizaram o teste do pezinho até o 5º dia após o nascimento (%) - casas decimais:  padrão = 1, máximo = 1
11886	Percentual de crianças com menos de 2 anos de idade que realizaram o teste do pezinho até o 5º dia após o nascimento, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11887	Percentual de crianças com menos de 2 anos de idade que realizaram o teste do pezinho até o 5º dia após o nascimento, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11888	Coeficiente de variação - Percentual de crianças com menos de 2 anos de idade que realizaram o teste do pezinho até o 5º dia após o nascimento (%) - casas decimais:  padrão = 1, máximo = 1
11889	Crianças com menos de 2 anos de idade que realizaram o teste da orelhinha até o 2º dia após o nascimento (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11890	Crianças com menos de 2 anos de idade que realizaram o teste da orelhinha até o 2º dia após o nascimento, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11891	Crianças com menos de 2 anos de idade que realizaram o teste da orelhinha até o 2º dia após o nascimento, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11892	Coeficiente de variação - Crianças com menos de 2 anos de idade que realizaram o teste da orelhinha até o 2º dia após o nascimento (%) - casas decimais:  padrão = 1, máximo = 1
11893	Percentual de crianças com menos de 2 anos de idade que realizaram o teste da orelhinha até o 2º dia após o nascimento (%) - casas decimais:  padrão = 1, máximo = 1
11894	Percentual de crianças com menos de 2 anos de idade que realizaram o teste da orelhinha até o 2º dia após o nascimento, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11895	Percentual de crianças com menos de 2 anos de idade que realizaram o teste da orelhinha até o 2º dia após o nascimento, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11896	Coeficiente de variação - Percentual de crianças com menos de 2 anos de idade que realizaram o teste da orelhinha até o 2º dia após o nascimento (%) - casas decimais:  padrão = 1, máximo = 1
11897	Crianças com menos de 2 anos de idade que realizaram o teste do olhinho nas primeiras 24 horas de vida (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11898	Crianças com menos de 2 anos de idade que realizaram o teste do olhinho nas primeiras 24 horas de vida, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11899	Crianças com menos de 2 anos de idade que realizaram o teste do olhinho nas primeiras 24 horas de vida, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11900	Coeficiente de variação - Crianças com menos de 2 anos de idade que realizaram o teste do olhinho nas primeiras 24 horas de vida (%) - casas decimais:  padrão = 1, máximo = 1
11901	Percentual de crianças com menos de 2 anos de idade que realizaram o teste do olhinho nas primeiras 24 horas de vida (%) - casas decimais:  padrão = 1, máximo = 1
11902	Percentual de crianças com menos de 2 anos de idade que realizaram o teste do olhinho nas primeiras 24 horas de vida, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11903	Percentual de crianças com menos de 2 anos de idade que realizaram o teste do olhinho nas primeiras 24 horas de vida, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11904	Coeficiente de variação - Percentual de crianças com menos de 2 anos de idade que realizaram o teste do olhinho nas primeiras 24 horas de vida (%) - casas decimais:  padrão = 1, máximo = 1
11905	"Proporção do valor adicionado das empresas de ""pequena escala"" no total do valor adicionado da indústria (%) - casas decimais:  padrão = 2, máximo = 2"
11910	Crianças com menos de 2 anos de idade que realizaram o teste do coraçãozinho entre 24 e 48 horas de vida na maternidade (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11911	Crianças com menos de 2 anos de idade que realizaram o teste do coraçãozinho entre 24 e 48 horas de vida na maternidade, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11912	Crianças com menos de 2 anos de idade que realizaram o teste do coraçãozinho entre 24 e 48 horas de vida na maternidade, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11913	Coeficiente de variação - Crianças com menos de 2 anos de idade que realizaram o teste do coraçãozinho entre 24 e 48 horas de vida na maternidade (%) - casas decimais:  padrão = 1, máximo = 1
11914	Percentual de crianças com menos de 2 anos de idade que realizaram o teste do coraçãozinho entre 24 e 48 horas de vida na maternidade (%) - casas decimais:  padrão = 1, máximo = 1
11915	Percentual de crianças com menos de 2 anos de idade que realizaram o teste do coraçãozinho entre 24 e 48 horas de vida na maternidade, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11916	Percentual de crianças com menos de 2 anos de idade que realizaram o teste do coraçãozinho entre 24 e 48 horas de vida na maternidade, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11917	Coeficiente de variação - Percentual de crianças com menos de 2 anos de idade que realizaram o teste do coraçãozinho entre 24 e 48 horas de vida na maternidade (%) - casas decimais:  padrão = 1, máximo = 1
11918	Crianças com menos de 2 anos de idade que receberam pelo menos 3 doses da vacina penta (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11919	Crianças com menos de 2 anos de idade que receberam pelo menos 3 doses da vacina penta, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11920	Crianças com menos de 2 anos de idade que receberam pelo menos 3 doses da vacina penta, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11921	Coeficiente de variação - Crianças com menos de 2 anos de idade que receberam pelo menos 3 doses da vacina penta (%) - casas decimais:  padrão = 1, máximo = 1
11922	Percentual de crianças com menos de 2 anos de idade que receberam pelo menos 3 doses da vacina penta (%) - casas decimais:  padrão = 1, máximo = 1
11923	Percentual de crianças com menos de 2 anos de idade que receberam pelo menos 3 doses da vacina penta, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11924	Percentual de crianças com menos de 2 anos de idade que receberam pelo menos 3 doses da vacina penta, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11925	Coeficiente de variação - Percentual de crianças com menos de 2 anos de idade que receberam pelo menos 3 doses da vacina penta (%) - casas decimais:  padrão = 1, máximo = 1
11926	Crianças com menos de 2 anos de idade que receberam pelo menos 3 doses da vacina poliomielite (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11927	Crianças com menos de 2 anos de idade que receberam pelo menos 3 doses da vacina poliomielite, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11928	Crianças com menos de 2 anos de idade que receberam pelo menos 3 doses da vacina poliomielite, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11929	Coeficiente de variação - Crianças com menos de 2 anos de idade que receberam pelo menos 3 doses da vacina poliomielite (%) - casas decimais:  padrão = 1, máximo = 1
11930	Percentual de crianças com menos de 2 anos de idade que receberam pelo menos 3 doses da vacina poliomielite (%) - casas decimais:  padrão = 1, máximo = 1
11931	Percentual de crianças com menos de 2 anos de idade que receberam pelo menos 3 doses da vacina poliomielite, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11932	Percentual de crianças com menos de 2 anos de idade que receberam pelo menos 3 doses da vacina poliomielite, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11933	Coeficiente de variação - Percentual de crianças com menos de 2 anos de idade que receberam pelo menos 3 doses da vacina poliomielite (%) - casas decimais:  padrão = 1, máximo = 1
11934	Crianças com menos de 2 anos de idade que receberam 2 doses e o primeiro reforço da vacina pneumocócica (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11935	Crianças com menos de 2 anos de idade que receberam 2 doses e o primeiro reforço da vacina pneumocócica, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11936	Crianças com menos de 2 anos de idade que receberam 2 doses e o primeiro reforço da vacina pneumocócica, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11937	Coeficiente de variação - Crianças com menos de 2 anos de idade que receberam 2 doses e o primeiro reforço da vacina pneumocócica (%) - casas decimais:  padrão = 1, máximo = 1
11938	Percentual de crianças com menos de 2 anos de idade que receberam 2 doses e o primeiro reforço da vacina pneumocócica (%) - casas decimais:  padrão = 1, máximo = 1
11939	Percentual de crianças com menos de 2 anos de idade que receberam 2 doses e o primeiro reforço da vacina pneumocócica, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11940	Percentual de crianças com menos de 2 anos de idade que receberam 2 doses e o primeiro reforço da vacina pneumocócica, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11941	Coeficiente de variação - Percentual de crianças com menos de 2 anos de idade que receberam 2 doses e o primeiro reforço da vacina pneumocócica (%) - casas decimais:  padrão = 1, máximo = 1
11942	Crianças com menos de 2 anos de idade que receberam 1 dose da vacina tríplice viral (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11943	Crianças com menos de 2 anos de idade que receberam 1 dose da vacina tríplice viral, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11944	Crianças com menos de 2 anos de idade que receberam 1 dose da vacina tríplice viral, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11945	Coeficiente de variação - Crianças com menos de 2 anos de idade que receberam 1 dose da vacina tríplice viral (%) - casas decimais:  padrão = 1, máximo = 1
11946	Percentual de crianças com menos de 2 anos de idade que receberam 1 dose da vacina tríplice viral (%) - casas decimais:  padrão = 1, máximo = 1
11947	Percentual de crianças com menos de 2 anos de idade que receberam 1 dose da vacina tríplice viral, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11948	Percentual de crianças com menos de 2 anos de idade que receberam 1 dose da vacina tríplice viral, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11949	Coeficiente de variação - Percentual de crianças com menos de 2 anos de idade que receberam 1 dose da vacina tríplice viral (%) - casas decimais:  padrão = 1, máximo = 1
11950	Municípios com Plano Municipal de Habitação (Unidades) - casas decimais:  padrão = 0, máximo = 0
11951	Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e participaram de grupo de planejamento familiar (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11952	Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e participaram de grupo de planejamento familiar, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11953	Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e participaram de grupo de planejamento familiar, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11954	Coeficiente de variação - Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e participaram de grupo de planejamento familiar (%) - casas decimais:  padrão = 1, máximo = 1
11955	Percentual de mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e participaram de grupo de planejamento familiar (%) - casas decimais:  padrão = 1, máximo = 1
11956	Percentual de mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e participaram de grupo de planejamento familiar, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11957	Percentual de mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e participaram de grupo de planejamento familiar, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11958	Coeficiente de variação - Percentual de mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e participaram de grupo de planejamento familiar (%) - casas decimais:  padrão = 1, máximo = 1
11959	Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e faziam uso de métodos para evitar a gravidez (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11960	Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e faziam uso de métodos para evitar a gravidez, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11961	Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e faziam uso de métodos para evitar a gravidez, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11962	Coeficiente de variação - Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e faziam uso de métodos para evitar a gravidez (%) - casas decimais:  padrão = 1, máximo = 1
11963	Percentual de mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e faziam uso de métodos para evitar a gravidez (%) - casas decimais:  padrão = 1, máximo = 1
11964	Percentual de mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e faziam uso de métodos para evitar a gravidez, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11965	Percentual de mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e faziam uso de métodos para evitar a gravidez, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11966	Coeficiente de variação - Percentual de mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e faziam uso de métodos para evitar a gravidez (%) - casas decimais:  padrão = 1, máximo = 1
11967	Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e não usam algum método para evitar a gravidez (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11968	Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e não usam algum método para evitar a gravidez, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11969	Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e não usam algum método para evitar a gravidez, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11970	Coeficiente de variação - Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e não usam algum método para evitar a gravidez (%) - casas decimais:  padrão = 1, máximo = 1
11975	Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e usam algum método para evitar a gravidez (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11976	Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e usam algum método para evitar a gravidez, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11977	Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e usam algum método para evitar a gravidez, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11978	Coeficiente de variação - Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e usam algum método para evitar a gravidez (%) - casas decimais:  padrão = 1, máximo = 1
11979	Distribuição percentual das mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e usam algum método para evitar a gravidez (%) - casas decimais:  padrão = 1, máximo = 1
11980	Distribuição percentual das mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e usam algum método para evitar a gravidez, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11981	Distribuição percentual das mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e usam algum método para evitar a gravidez, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11982	Coeficiente de variação - Distribuição percentual das mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses, ainda menstruam e usam algum método para evitar a gravidez (%) - casas decimais:  padrão = 1, máximo = 1
11983	Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses e ainda menstruam, que fazem atualmente algum tratamento para engravidar (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11984	Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses e ainda menstruam, que fazem atualmente algum tratamento para engravidar, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11985	Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses e ainda menstruam, que fazem atualmente algum tratamento para engravidar, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11986	Coeficiente de variação - Mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses e ainda menstruam, que fazem atualmente algum tratamento para engravidar (%) - casas decimais:  padrão = 1, máximo = 1
11987	Percentual de mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses e ainda menstruam, que fazem atualmente algum tratamento para engravidar (%) - casas decimais:  padrão = 1, máximo = 1
11988	Percentual de mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses e ainda menstruam, que fazem atualmente algum tratamento para engravidar, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11989	Percentual de mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses e ainda menstruam, que fazem atualmente algum tratamento para engravidar, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11990	Coeficiente de variação - Percentual de mulheres de 15 a 49 anos de idade que tiveram relações sexuais nos últimos 12 meses e ainda menstruam, que fazem atualmente algum tratamento para engravidar (%) - casas decimais:  padrão = 1, máximo = 1
11991	Mulheres de 15 a 49 anos de idade que já ficaram grávidas (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11992	Mulheres de 15 a 49 anos de idade que já ficaram grávidas, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11993	Mulheres de 15 a 49 anos de idade que já ficaram grávidas, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
11994	Coeficiente de variação - Mulheres de 15 a 49 anos de idade que já ficaram grávidas (%) - casas decimais:  padrão = 1, máximo = 1
11995	Percentual de mulheres de 15 a 49 anos de idade que já ficaram grávidas (%) - casas decimais:  padrão = 1, máximo = 1
11996	Percentual de mulheres de 15 a 49 anos de idade que já ficaram grávidas, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
11997	Percentual de mulheres de 15 a 49 anos de idade que já ficaram grávidas, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
11998	Coeficiente de variação - Percentual de mulheres de 15 a 49 anos de idade que já ficaram grávidas (%) - casas decimais:  padrão = 1, máximo = 1
11999	Mulheres de 18 anos ou mais de idade (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
12000	Mulheres de 18 anos ou mais de idade, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
12001	Mulheres de 18 anos ou mais de idade, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
12002	Coeficiente de variação - Mulheres de 18 anos ou mais de idade (%) - casas decimais:  padrão = 1, máximo = 1
12003	Distribuição percentual das mulheres de 18 anos ou mais de idade (%) - casas decimais:  padrão = 1, máximo = 1
12004	Distribuição percentual das mulheres de 18 anos ou mais de idade, considerando um intervalo de confiança de 95% - limite inferior (%) - casas decimais:  padrão = 1, máximo = 1
12005	Distribuição percentual das mulheres de 18 anos ou mais de idade, considerando um intervalo de confiança de 95% - limite superior (%) - casas decimais:  padrão = 1, máximo = 1
12006	Coeficiente de variação - Distribuição percentual das mulheres de 18 anos ou mais de idade (%) - casas decimais:  padrão = 1, máximo = 1
12007	Mulheres que realizaram pré-natal e possuíam caderneta/cartão da gestante (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
12008	Mulheres que realizaram pré-natal e possuíam caderneta/cartão da gestante, considerando um intervalo de confiança de 95% - limite inferior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
12009	Mulheres que realizaram pré-natal e possuíam caderneta/cartão da gestante, considerando um intervalo de confiança de 95% - limite superior (Mil pessoas) - casas decimais:  padrão = 3, máximo = 3
